ef_search,recall,qps,avg_latency_ms
10,0.5062,1250.5239695477464,0.7996647999971174
20,0.7014,785.2603491304034,1.2734630000195466
40,0.8602,506.3312674416957,1.9749915999709629
80,0.9654,262.35088958887536,3.8116890000528656
160,0.9964,164.46106290542713,6.080466600018553
320,0.9998,94.90915276883462,10.536391600035131
